0,92,68
1,95,72
2,95,71
3,95,71
4,95,71
5,95,71
6,95,71
7,95,71
8,95,71
9,95,71
10,95,70
11,96,69
12,96,69
13,96,68
14,96,67
15,97,67
16,97,66
17,98,65
18,98,65
19,98,64
20,99,64
21,99,63
22,99,62
23,100,62
24,100,61
25,100,61
26,101,60
27,101,60
28,101,59
29,101,59
30,102,59
31,102,58
32,102,58
33,102,58
34,103,58
35,103,58
36,103,58
37,103,59
38,103,59
39,102,59
40,101,60
41,100,60
42,99,61
43,96,62
44,94,62
45,91,63
46,88,64
47,85,65
48,83,66
49,80,67
50,77,68
51,75,69
52,72,71
53,70,71
54,68,72
55,67,72
56,67,72
57,68,72
58,69,73
59,70,73
60,72,74
61,73,74
62,73,73
63,74,73
64,74,72
65,74,72
66,74,72
67,74,71
68,74,71
69,74,71
70,74,71
71,75,70
72,76,68
73,76,67
74,77,65
75,78,63
76,79,62
77,80,61
78,82,59
79,84,58
80,86,58
81,88,57
82,91,56
83,94,56
84,96,55
85,99,55
86,102,55
87,105,55
88,108,55
89,111,55
90,113,55
91,115,55
92,116,55
93,117,55
94,118,55
95,118,55
96,118,55
97,117,55
98,116,56
99,115,57
100,113,58
101,111,59
102,108,59
103,105,60
104,102,60
105,99,60
106,96,60
107,94,60
108,92,60
109,90,59
110,89,59
111,87,58
112,86,58
113,85,58
114,85,57
115,84,57
116,84,57
117,83,56
118,83,56
119,82,57
120,82,57
121,82,57
122,82,57
123,82,57
124,82,57
125,82,57
126,82,57
127,82,57
128,82,57
129,82,57
130,81,57
131,81,57
132,81,57
133,81,57
134,81,57
135,81,57
136,81,57
137,82,57
138,82,57
139,83,57
140,84,57
141,85,56
142,85,56
143,86,56
144,87,56
145,87,56
146,87,56
147,88,56
148,88,56
149,88,56
150,88,56
151,88,56
152,88,56
153,88,56
154,88,56
155,88,56
156,88,56
157,88,56
158,88,56
159,88,56
160,88,57
161,88,57
162,88,58
163,88,59
164,88,59
165,88,59
166,89,60
167,89,60
168,89,60
169,89,61
170,89,61
171,90,63
172,90,64
173,91,64
174,91,65
175,91,65
176,91,66
177,92,66
178,92,66
179,92,65
180,93,65
181,94,65
182,94,65
183,95,65
184,96,65
185,97,65
186,98,66
187,100,66
188,101,67
189,103,69
190,107,71
191,108,72
192,110,73
193,112,74
194,114,76
195,116,77
196,118,78
197,120,80
198,122,81
199,124,83
200,126,84
201,128,85
202,129,85
203,130,84
204,131,83
205,133,81
206,134,79
207,134,77
208,133,74
209,131,72
210,127,69
211,123,66
212,118,64
213,112,62
214,106,61
215,100,60
216,94,59
217,89,59
218,85,58
219,81,58
220,77,58
221,74,59
222,72,59
223,71,59
224,70,60
225,69,61
226,69,61
227,70,62
228,71,63
229,73,64
230,76,65
231,79,67
232,82,68
233,85,69
234,89,70
235,91,70
236,94,71
237,96,71
238,98,71
239,100,71
240,101,71
241,103,71
242,103,71
243,104,70
244,104,70
245,104,70
246,104,69
247,103,68
248,102,67
249,101,66
250,100,66
251,99,66
252,97,65
253,96,65
254,95,65
255,94,64
256,93,64
