0,92,68
1,91,67
2,92,66
3,91,67
4,91,67
5,92,66
6,93,67
7,92,67
8,93,66
9,92,66
10,92,65
11,92,65
12,92,65
13,92,64
14,92,64
15,92,63
16,93,61
17,93,61
18,93,60
19,94,60
20,94,59
21,95,58
22,95,58
23,96,57
24,96,56
25,97,55
26,97,55
27,98,54
28,98,54
29,99,53
30,99,53
31,100,52
32,100,51
33,100,51
34,101,50
35,101,51
36,102,51
37,102,51
38,102,51
39,102,51
40,102,51
41,102,51
42,101,52
43,99,52
44,97,53
45,97,53
46,94,54
47,91,56
48,88,57
49,88,57
50,88,57
51,82,59
52,81,59
53,76,62
54,70,63
55,66,65
56,65,66
57,64,66
58,62,66
59,61,67
60,60,67
61,58,68
62,57,68
63,56,68
64,54,69
65,53,69
66,51,70
67,58,70
68,61,71
69,60,71
70,59,71
71,58,72
72,61,70
73,63,68
74,64,67
75,65,65
76,66,63
77,67,62
78,68,60
79,70,58
80,71,57
81,73,55
82,76,54
83,78,52
84,81,51
85,84,50
86,87,49
87,90,48
88,93,47
89,96,46
90,98,46
91,102,45
92,106,45
93,109,45
94,110,44
95,112,44
96,113,43
97,115,43
98,117,42
99,117,44
100,117,45
101,116,46
102,115,47
103,114,48
104,115,48
105,112,49
106,109,50
107,106,51
108,104,51
109,101,51
110,98,51
111,95,51
112,93,51
113,91,50
114,88,50
115,87,50
116,85,49
117,83,49
118,82,49
119,80,49
120,79,49
121,78,49
122,77,49
123,77,49
124,76,48
125,75,49
126,75,49
127,75,49
128,74,48
129,74,48
130,74,48
131,73,48
132,73,48
133,73,48
134,73,48
135,73,48
136,73,48
137,73,48
138,73,48
139,73,48
140,74,48
141,75,48
142,75,48
143,74,48
144,76,48
145,76,48
146,78,48
147,79,48
148,80,48
149,80,48
150,81,48
151,82,48
152,82,48
153,83,48
154,83,48
155,84,48
156,84,48
157,84,48
158,84,48
159,84,48
160,85,48
161,85,48
162,85,48
163,85,49
164,85,50
165,85,50
166,85,51
167,85,51
168,86,51
169,86,52
170,86,53
171,86,54
172,87,55
173,87,56
174,87,56
175,88,57
176,88,58
177,88,59
178,88,59
179,89,60
180,89,60
181,89,60
182,90,60
183,91,60
184,92,60
185,92,61
186,93,61
187,93,61
188,95,62
189,97,62
190,99,63
191,100,64
192,102,65
193,105,67
194,105,67
195,106,68
196,107,68
197,108,69
198,109,69
199,109,70
200,110,70
201,111,71
202,112,71
203,113,72
204,113,72
205,114,73
206,115,73
207,116,74
208,117,74
209,117,75
210,118,75
211,119,76
212,120,76
213,113,64
214,109,60
215,106,59
216,102,57
217,98,56
218,94,55
219,90,55
220,86,54
221,82,54
222,79,53
223,75,53
224,72,54
225,69,54
226,67,54
227,65,54
228,64,54
229,63,55
230,63,56
231,64,58
232,65,59
233,64,59
234,63,59
235,62,59
236,61,59
237,60,59
238,59,59
239,71,62
240,70,62
241,70,63
242,70,63
243,69,63
244,69,63
245,82,64
246,88,64
247,92,65
248,94,65
249,96,64
250,96,64
251,96,63
252,96,63
253,96,62
254,96,62
255,95,62
256,95,61
