0,92,68
1,83,69
2,84,70
3,83,71
4,85,71
5,83,72
6,84,72
7,84,70
8,84,71
9,84,69
10,85,69
11,85,69
12,85,69
13,85,69
14,86,67
15,85,67
16,85,65
17,87,64
18,86,64
19,88,67
20,88,66
21,88,67
22,90,65
23,91,63
24,90,64
25,90,64
26,91,63
27,91,61
28,93,60
29,92,59
30,93,61
31,93,59
32,94,60
33,92,60
34,92,60
35,93,59
36,94,60
37,94,61
38,93,61
39,93,61
40,91,61
41,89,62
42,90,65
43,87,64
44,84,66
45,79,67
46,77,67
47,75,67
48,73,68
49,69,71
50,69,71
51,66,72
52,64,73
53,63,75
54,61,74
55,60,77
56,61,76
57,58,76
58,61,76
59,60,76
60,63,77
61,61,75
62,62,76
63,64,77
64,63,78
65,64,77
66,65,75
67,65,75
68,65,75
69,66,76
70,68,74
71,66,73
72,66,71
73,66,71
74,67,67
75,68,65
76,69,64
77,69,61
78,69,62
79,71,61
80,75,60
81,76,61
82,78,59
83,79,58
84,84,60
85,87,59
86,90,59
87,93,55
88,97,56
89,99,58
90,103,58
91,105,58
92,108,59
93,109,56
94,110,55
95,111,53
96,111,54
97,110,56
98,109,56
99,107,60
100,105,62
101,102,63
102,100,60
103,95,65
104,92,62
105,91,64
106,86,63
107,86,64
108,83,62
109,82,63
110,80,61
111,78,61
112,77,60
113,77,60
114,76,60
115,77,59
116,74,60
117,75,59
118,76,60
119,75,61
120,76,59
121,74,59
122,75,60
123,76,59
124,75,60
125,76,60
126,76,58
127,75,56
128,75,56
129,74,57
130,74,58
131,75,56
132,74,56
133,74,59
134,73,57
135,74,56
136,75,57
137,74,56
138,76,56
139,77,58
140,79,57
141,78,58
142,79,57
143,80,56
144,80,57
145,80,57
146,80,57
147,81,55
148,82,55
149,82,57
150,82,55
151,82,55
152,82,55
153,81,55
154,82,57
155,82,56
156,82,56
157,82,57
158,81,56
159,82,56
160,80,56
161,82,61
162,83,60
163,81,57
164,82,57
165,83,59
166,83,60
167,83,60
168,84,59
169,83,62
170,83,61
171,84,62
172,83,63
173,84,62
174,85,64
175,86,66
176,85,65
177,86,65
178,86,68
179,85,65
180,86,66
181,85,65
182,87,66
183,88,65
184,88,67
185,89,68
186,91,67
187,93,68
188,93,70
189,94,73
190,98,72
191,99,75
192,102,77
193,102,74
194,103,77
195,105,78
196,106,78
197,109,80
198,109,82
199,111,83
200,114,84
201,115,84
202,118,85
203,119,84
204,118,84
205,119,82
206,120,80
207,119,77
208,119,75
209,120,73
210,115,73
211,112,68
212,106,66
213,101,65
214,95,66
215,89,62
216,85,61
217,79,62
218,75,61
219,72,61
220,68,60
221,64,62
222,63,64
223,60,61
224,59,62
225,59,62
226,59,63
227,59,62
228,60,65
229,61,65
230,63,66
231,66,69
232,69,69
233,72,69
234,75,71
235,78,72
236,82,72
237,85,73
238,87,73
239,89,73
240,90,74
241,92,72
242,92,73
243,94,74
244,93,74
245,93,75
246,93,73
247,93,73
248,93,69
249,91,70
250,91,68
251,88,68
252,86,67
253,87,69
254,85,67
255,83,67
256,84,65
